sentiment,content
1,followed great super mazembe one favorite around http blip fm jkbp
0,sorry hard finding imeem free stuff rb deesound like david starfire like a http blip fm afu
1,head feel sooooooooooo much better
1,twitter sooo pretty damn cool
1,yay friend glen here like
1,saw cute movie passed place called peasant kitchen wtf name kinda sad
1,vice president social cultural affair southwestern college
0,mumbly joe trying guilt coming alumnus weekend think make either year suck lot
1,got told got good chance gettin job excited omgggg come back want too
1,dopenhagen kl drink
0,gutted invited bbq tomorrow night gonna miss bgt final wonder wheel tv outside
1,quimo haha mon do really want send it
1,loved ap tour columbus oh last night still exhausted goin bed sweet dream gnight
0,really cant take this
0,blah car repair almost dollar shopping around better deal
1,sun shinning im out
1,kellieann haha hi mum wow yes modern you need get facebook account p s talk writing mattcaplin
1,janice know lol grin bear
1,jon made one greatest dinner ever roast pork tenderloin bed wild rice bed mixed green amp yummy sauce wine
1,watching groove movie mikecase hubby
1,veeriwhoa oh silence verona wanting go jaja enjoyyitverymuch bring phothos danny dougie
1,listening nin working break almost good show rock extra hard sarfabarfa
1,ingridholliday good morning
0,nicpic lot thing nico gud news job bad news middle nowhere got phone twitter cnt play video
0,soooo hungry waiting bf get home car trouble waiting mechanic help him
0,aquafreak too depresses thinking it
1,lol mom present cost dollar
0,going without brandinmusic skype haha
1,sittin home watchin monster in law waitin pizza yum yum
1,elise smith yummy eating one too bagel
0,wishing could go boulderdiaries soco go climb instead stuck work weekend
1,http twitpic com whaf tonight s art show success
0,sibling left alone bored
0,realrobbrydon hi rob coming back show wale soon missed first time
0,esatt wanna see here
0,happy mother day mother s entire world deserved day u right
1,installed inav iblue v theme give fresh feel http twitpic com jfg
1,barely awake eating breakfast marathon morning good luck racer happy mother s day
0,realdawnsummers haha quot work quot can t read anything
0,bad dream cant go sleep keiligirl
1,watered tomato plant pepper plant lettuce feeling homely freddie fun packed day
0,called blown yet again
1,aulia quot alternate mean acquisition quot sound sorta noble
1,yay got stuff rygegrej dk perfect taste like banana apple
1,goodnight p thanks jailbreaking ipod stacie lt
0,banjoist may ask bluegrass mean sorry advance looking bit silly asking
0,missing justbrad birthday
1,mundah really glad able watch game
0,earthlink say modem dead want buy new one sign one year contract argh
1,hansenbanana kayyy xd yeah everyone always talk part dog dy need find movie seen xd
1,oh noesss senior last day however tickling till floor giggling made totally worth it plus senior sandwhich
0,home sick friday studying im point weekend ruined
0,angiemartinez too florida last weekend rain came back home ri rain terrible
0,work
0,bos like check leave please
1,laurenmontonen didddd met
0,want pineapple miss baby
1,acchanosaurus good luck chan gue kmrn bawa backpack kosong quite helping
0,hyped e wish could go
0,head cold
0,krooyakkers thought ur going somewhere that s invitw u
1,marcftsk haha thanks clarifying that i thought u meant mr bello wish could there cousin live
0,trellthms r u tonight bro i wanna go
0,changed hairstyle but good supposed be n think wealthed much money hate hairdresser
0,majayy miss too
1,rodsmack k much appreciated yeah sure challenge great reward trade anything
1,may th you happy star war day http ow ly aw
0,matrix online shuts next month wow i feel kinda sad
1,sun back again could kind weather last january february like jacket
1,ubernostrum really ought pay attention phone tweet sure moives better
1,http twitpic com wsm love family guy hour work go
1,heyrbk ohh shardup hehe he hot lah gotta admeeet bleh
0,today dan bought bio dome reality bite soundtrack needle say get mayjah point also tummy happy boo
1,time snuggle bed electric blankie
1,sweet libertine um glad enjoyed it
1,park slope brooklyn working bust photoshoot exciting amp no fever tonsil size golfballs
0,peanut thank you see long take finish damn thing
1,dnt even like wearing skinny jean cuz yall bitch as nias
1,http tinyurl com czgn wow wow hope get sort gut near future
0,working still sick
0,lululemon thanks sadly streamline top ii sold out streamline trunk ii available size get halfway
1,lifebychocolate alredy chocolate impossible resist
1,left work inventory way easy got put highschool musical cd amazing goodnight goodnight everyone
1,katevoegele amazing concert got really good video picture
0,dougreport read floyd article say private
0,birdsandbones meeee too listening sad music missing you p http www daytrotter com
1,drink hot chocolate yummy
0,life know it exist anymore
1,jennamadison hehehehehe it play time cutie lol lol
1,petiteantoin oh that s cool thanks
1,introversimondu sound good yeah turn tomorrow definitely partying
0,soo tired still kinda angry missed concert
0,doc said bone look quot fine enough quot also see rhumatologist old lady
0,im heading home gotta work sunday
0,big weekend final project due sunday night computer day night
0,vian yeah real hard know get it smile
0,first time going home early suck b single one call
0,gi ri ja suck it
1,eat hot link torta
0,gimboland sorry change plan revision monday exam park one friend
0,katiefreeze miss you lonely empty without you http yfrog com ozxoj
0,heard single waiting month hear and im disappointed
0,wanted greg pritchard go silly sobby hopelessly dull little girl hollie steel is
0,lost favorite thing love always him story year key chain
1,going shopping sunday dinner round two p
0,crimsondreamer bueno hollykins need feel better asap p s miss you done uni soon you soproudofyou
1,grahamguy coffee
0,yelyahwilliams noooooooooooooooooooooooooo can t
1,lovely breakfast mum yummy pancake
0,annejsimmons mother bad day
0,miss alot im gonna talk him hope
1,played friendly gm today bulgaria def pt offensively still working timing israel sun gotta cut player
1,congratulation manny quot pacman quot pacquiao made every filipino proud filipino
0,itstayloryall im sad missed family reunion
1,omg nicolekennedy found thnx
0,might snob friend follower ratio
1,elle woo hoo made one favorite see monday s rock
1,ok happy star war day everyone say may th
1,hobgoods yeah went satellite beach today flattt good skimming though
1,ahh juz got new rapidshare account last till oct gb download limit daily
0,ccnkaddict know fall right pm time like right middle day
0,think may cry sold civic longer mine
0,lilmoever mad wont there ughhh
0,samgrierson awwww ah well least sober week possibly get gym u gonna make music live xx
1,gonna beautiful day
0,natalietran like term quot partner quot come relationship business like that s ugly word day
0,flutter bye send pic supposed go shit got fucked up
1,really good bank hoilday
1,lala little girl love new song hippieho iï¿½ve answered u love freaky twitter guy d
1,nungguin sista law lahiran di r asih kayaknya sih sore ini lahiran yeayy another baby girl family
0,sharkattack wish quot i like quot option like fb thing like
0,least day
1,ashleytaylor x sweet girl food soooo good
1,thesupergirl extremely excited day behind
1,u tweeps forget call mom today
1,fab sunny day
0,kateesslemont tried failed
1,snowded nice one
1,live pv migrates vmware vsp exam magento config quiet weekend party central
0,going group therapy session can t wait spill gut ha ha ha
1,lrpw hey ty tip wifi networking one many talent get bothered lol
0,official twilight saga ended sigh my life empty
1,jordansgirl drag but part come handy hee hee
1,sarahblevins know
1,yatpundit oooh ok thought losing mizmind
0,hr say ca taking tax check
1,going watch two david yey
0,bondean sad thing wanted work year dream job crushed saw crappy wa still bitter
0,wish chicago
1,barack obama legend watched dinner speach pretty funny
0,another rainy day
0,rehearsal gonna miss game please keep updated go nugget
0,talked samgrover s cute grandma phone speaks hindi not best language but somehow manged
0,sophieveronica ha ha abbreviate bulky
0,savfortomorrow thought pretty good guess not bummer
1,getting little mowing grass evening fun
0,angelicaaa workies dad aw suck working saturday morning study exam
1,mc craig g hope enjoying money it s looking real good right
1,jessejane look great morning already
0,got bad headache
0,writing boring part paper hmm sun shining feel like working this however
1,veritasunae ahh that s fun work last night party after went movie today see wolverine good weekend
1,hey robluketic quot keep clear quot robluketic live gt http ustre am wv
1,queenkak oh thank thank you hoping video online
0,http twitpic com ov martinhiggins ahte stress supposed friday make wanna cry
1,chilling feeling really nice
1,miss om quot if paint fingernail green oh happens paint green quot marvelous
1,happy star war day may th
0,ripped favorite pair jean
1,visitgalena miss world iccvb meeting visitpeoria mon wed fun beginning
1,birthday happy birthday me
0,bad red devil disappointing say least
0,haldira awww bad entertain thought entering
0,sore yesterday definitely feeling hill now leg hurt way booty good hurt
1,good day ya ll happy mom s day
0,first work computer home laptop fucked
1,xo nessa hiyaaa hannah asked wanted come girl aloud wil see skank money somwhere ï¿½ need
1,get drive dad airport fly vega wsop wanna go vega
1,say goodbye karenbrady agneslikaite two best intern elevate ever
1,hi blowmefool thanks follow good luck friend ha
1,p brian announced message title quot what flow you quot friend replied quot cheescake quot ha
1,yes today star war day may th you
1,finished watching quot role model quot hilarious debating whether go hmmm
1,certainly spring vail co raining snowing mother nature know mountain closed ski season
1,igortizz hahahahaha u look really good ur picture
1,scarlettx omg forgot that lucky thing hope fun x
1,sanazypoo omg hahaha thought joking twittering that hahaha awesome good time
0,rec game trying cry the pain much i need him can t lose lt my heart breakingg
1,jordanknight please wish wife evelyn happy mother s day tell hope wonderful day spoil today
1,chrisfullman would never thing thing awesomerer minute walk work
0,feel actual heartbreak levanah gate last night x
1,ahhrjay useless tweet lol jk yay coming tmr long u gnna phils
1,peternomad thanks know
1,ethanrock thanks head up ethan watching
0,eddyizm like turtle
0,ewww printed new i d badge thingie work n eww picture took many n ugly
0,sad say bye bye beautiful mountain http twitpic com k
1,griffreviews lol yea know almost done semester week yay
1,sarrahrae hahah know loved hannah montana movie aweesome
1,shopping grandparent dinner bf woop
0,didnt leave voicemail inlove
0,ok son bath gonna see find quick quote gonna miss ya ll weekend already gettin sad
0,chescaaaaaa yeaaaahh
0,im gonna fail test miserably history
1,grrrr cant even enjoy b e a utiful day finish damned essay philosophy
0,feeling bad taylorshockley profile pic
1,kittypeace fun twitpic purple hair once
1,r city tell brandon said hi
1,happy star war day
0,starving alyssa s mom would bring subway
0,asked sing yet again aha coffee mornin time psychology past question amp revision suck
1,new week new legend make
1,tired want play random song gitwar drama essay
0,everytime still hold horrible horrible memory though
1,going gym early trying get back shape again husb got gift cert swim w dolphin bd need muscle
0,lt ha internet weekend
0,dan been child miss you msned day
1,done disneyland kid s knocked out stopped hotel bar grabbed grey goose amp tonic way up peace
0,mssbxny artery tomorrow hagen daz
1,joyee thanks pp
0,bus almost hour late crappy alarm clock leeuwarden
0,sometimes wish warden
1,phreshlyphaded oh wow thanks info
1,happy sunday beautiful day london meet chergo breakfast xx
1,enjoyed week work back next week
1,watching movie rocking baby kitty asleep sling hanging neck cute
0,danecook sooo sad miss san diego
1,musicalchilly thank u lady
0,sookiebontemps ooc thanks ugh what bad bad day had damn twitter
0,even though everyone wanted newish song teacher agreed s old grumpy like u happy haha
1,promisetangeman beautiful bride gonna love married life absolutely rock congrats both
0,saddest celeb story week http bit ly hph
0,mulla oh noooooo sorry suck hard
1,praxilla kid count day till saturday hope something remember life
0,sorta need somehow forget e la practically ethic exam self imposed revision time
1,put tv canuck game score yaay come vancity baby i know can t believe watching hockey either
0,roughnight
0,livin ur iznt nice all miss mum
0,youtube working
0,it s romantic novel cried end i m going bed i m tired
0,saytri lol exam go mcast school finished form that s soo disappointed
0,zwriter missing qualifying think david reutimann leading
1,morning twitts heading home great sleep w bf tennille
0,reveriebr suck hope find new job soon
1,devyra haha love hmm lol need good band
1,ang payat ko na yes hoping go melbourne weight last year http plurk com p su
0,blackout city never good
1,officially kindergarten cop
0,amandamallard chaseton s either please die heart really sad
0,marisatangorra handwriting isnt them everyone making fun im sitting myseld lrc
0,dont wanna miss laker game tonight sad
0,one want sit lunch guess bury head laptop continue anti social
1,vernaewilliams lancedrummonds two hilaaaaarious love it vernae
1,subway im going get subway love it ate often new zealand
1,finally dinner nishiki sushi
1,everyboy give best
1,woot interview went awsome get talk mr johnny thought oh well still really good
0,rachellock ohh thursday exam day wednesday
0,asacavalli wish wit you friend mine r well weekend working
0,kevholditch good director said could go home said back work boo good lasted
0,idk cant shit
0,really twitter mood today know
1,commonsense thanks appreciate know unsubscribe list grow tomorrow lol
1,bgt aw bless her stomach sank first whimpered good trying carry on that s nice simon take charge
1,omg seen sun moon place disproves theory person
1,decorated mom room asleep mother day wake banner balloon woo
0,tahninial nothing make up last time checked jar curry sauce pepper inside disappointed
1,goodbye sex city let hurry give mi cuz paper work lailashah summer bk
1,received excellent birthday present party usual success
0,skykemea yea u max jenrolton poor trivun
0,hello aint tweetin day cuz switch thing da new place exhausted sick
0,field day gt class not winning
0,hojomo im trouble finding really yummy egg free ice cream favoriteicecream got recommendation anyone
1,xlex glad happy
0,chloe drinking away sorrow dreambears got
1,waitin dr dee lunch beautiful lady gym yeah need loose
0,http tinyurl com nqudrt hurt finger work
0,bigzflygerian sorry impressed slightest b c u eat pussy more like saddened confused
0,flu pas unto andy went shopping got fresh chicken chicken soup but d amp d sat is sad panda
1,good morning tweeter happy monday grab big cup coffee new week
1,ah wokking great could eat much ice cream what never eat much ice cream life
1,utterhip well catching little piece sharing
0,jflutie u never sent carrie ur asshole asshole miss
0,davidismyangel enough time if get vip know make least other
0,julierubes game found late
0,give uppp hour tryin tlk mitchelmusso love minutes lol
1,betscrr finally pic cya like hr haha
1,happy mother day yummy mummy twitter
0,thought cavs would crush magic come home north realize wrong wa
1,thanks concern guy stitch later well whew
0,retrorewind wok nite shift tonite miss please dm me promise wont tell anyone else
0,back home moment iï¿½m speaking aunt telephone darius neighting backround miss little horse
1,neildavidson happened three week ago why serial card fraudster loose
0,n dubbs curse you igloo dweller
0,redbaff popcorn fruitcake now but chocolate
1,jinxie g yup that s watch movie
1,nice argie yes
0,mraeannon thank u know miss u ill take pic soon get need email txt something
1,littlefletcher saw play here amazing
1,coach say come along way faster alot people oh yeah who man ohh sore
0,lost work nt happy right sloanster
0,ludwikc broken can t c
1,chamber hahaaaha
1,http twitpic com we summer here
0,spgridview looking prettier pretty sure code ugly
1,mega sunshine morning
0,joiskol room make sad
1,nobody ever mandagh make sad
1,instant messaging two favourite conversation guy
1,aarg look like go home vega weekend much maker faire
0,saw dead bird way work what kind day start poor little bird
1,hmm dont know today cause im done school and feel great
0,headache want go think worth it maybe know
1,going littleskillet lunch today earthandy who s in still need hit atm
0,today sad day tucson http tr im mq shall miss sour cream apple pie fondue separate seating group dog
1,ahhhhh go away nkotb retrorewind yay fav song
1,timhahnproject heh moved house pius pep rally cheering band
1,know late tcu nightly scan start oh well graduated today
0,say stephanie im pissed couldnt make instore hot topic rockaway mall see nicksantino haha wont
1,blast babe thanks joe lt love everyone tyler happy birthday
0,nothing good tv
1,going bed happy mother s day every mom here
1,sipping oj sun san pedro la soberana again sunny smiley nita garlic tomato paste delicious yummy
0,frogworth hey great gig exchange track via ze emayal lost loop right still writing xx
0,alexxx im gona miss today im sad noooooooo
0,acmcwhale really good definitely s many people getting burned alive
1,brunnaxo worried safe sound lt you
1,saltyshutter cool bean yeah man prob
1,happy theblackqueen even make laundry wonderful
0,kill sick n friday night
0,kujakupoet computer got screwed hell virus finished wiping drive reinstalling window xp want mac
1,finished baking cinnamon roll soooo yummy
1,sdelighted oh yay glad fun baby
1,redrobinrockn next one you
0,home chocolate peanut butter stupid kid bus ruined yearbook
0,freesat s coverage sky dish really really bad moment block place really annoying
1,strawberry margarita baked stuffed shrimp
0,santojay assume able afford traveling anymore got contract
0,round two vega vanilla chai flavor realized day left
0,bored go a kon
0,damn plan canceled another friday night home
0,lanceschmidt yeah kinda bummed tell gonna miss too loved class guy made student teaching fun
1,lopezwilfred yeah course
1,first night sleeping new home
0,ugh back killing me
0,oasis ribena toughest decision everrr
0,can t sleep epp someone awake scared crap outta me
1,happy star war day everyone may th
0,fuck can t feel like cry bit realy want bothering sooooooo much
0,opheliapunk wish bummed kinda
1,bunnyrenee thank
0,miss tugger misto last night amazing lt close
0,feel good
1,lizzs lockeroom maybe start really like team living year city cup awesome
1,date vaahedh well atleast last one
0,agoodeye soooo disapoointed make next time glad productive
1,pitcherpark want survivor
1,opalbonfante wonderful let know think light reading
0,girl friend also dropped
1,good show sleepytime goodnight moon
0,really sorry becausei looking forward it thought itd fun u wanted hear it iowe u beer
1,eww gross amp lady keep looking weird ha ha another smiled amp asked company me army lol
0,supported thing like n intrested in mom always refused it
0,jeff can t get visa time come visit me sad news going lapa tonight samba night away
0,xmylifesastoryx rob got lucky game beat
1,ginjam adventure say least nicer part norf london stick south today
1,esmeacullen awwwwwww totally rock i felt happiest girl eva
1,time get ready work
1,wolfie rankin yep buddy long time talk hows thing see cat still like sinking fang ankle lol
0,feel slightly better damn sure miss him he s going hard get over messed donut comfort
0,briarlaboheme oh dear terrible however moleskine notebook rule lot
0,lindseynhess agree great day window see it
1,carljohnston
0,miss
0,alma want somebody hold alma tear tear
1,well making dinner making dinner wet hair
0,hate young
1,perfect outside work
0,epmorgan know read bt can t sit outside coz gota answer phone
1,my mother city terrell texas district city council seat i m m i a lol happy mother day
0,zaidah can t listen music work probably could try start hunting new job monday
1,bridgetsupple busy lovely time
1,stevelensink thanks stephen appreciate
1,test shooting later afternoon mention holland indie wine festival week tongue red
0,feeling alone moment mh i m going leave now
1,nick carter awww poor know u bless
0,even bother anymore everyone makin feel like im waste space
1,miraihl sound like great day enjoy
1,thekrewe glad blast
1,dbgrady lol great movie
1,modofly omg lol fun tnx posting
0,bigheadasian ahhh can t one will la vega weekend noctweetup
0,crystaaale wtf kinda best friend i still met hubby depresses
1,haha follow john mayer he s pretty funny guy want move l a much fun
0,dinob ask mark still old blink sense humor miss
0,flucio jerk can t go dammit frank suck bad
1,alycemadden arent u famous already lol adoring fan fan would anything hehehe im no fan
0,pampian want know tried ask p kia still reply change status away
0,strongly agrees jason wolverine hugh jackman sorry kid mouse
0,alice lucky girl work day tomorrow maybe even monday
0,lovesick am give call go bowling complain love
0,close entering pogue s book today quot world according twitter quot yet seem far
1,it back pakistan http bkite com kbp
0,wish grandmother taken u
0,fever dont feel work
0,nellagrl really good night missing little girl
1,got nasty argument someone normally like much forgive well either
0,well get call back oh well
0,today going normal day hope group pilot large airline come last night much drink
1,haha bored but happy mother day
1,iamkeshia happy birthday keshia keshia bo beshia
0,sum plz cheer
1,retrorewind dave thanks playing happy birthday nkotb today bday lonely bday today
0,darn supposed haiku formatting failed me
1,work im ina good mood
1,angee malennaa yes awesomee u follow ur love molly hahah u chat u here
1,raining gng rain dance
0,got three shot today can t lift arm
0,mcdaydreamer some and best friend go school the others change school
1,laying bed one spot smell like vanilla awesome
1,downtown drinking celebrating cavs victory
1,wah american chocolate cheese cake chweet mummy muaxxx
0,dfizzy lucky week summer
0,burned tongue
1,capemaybooks alright want overdue now lol funny nite nite
0,somebody installed vcenter server window x w sp sp compability matrix
0,sidrajalil even asking others enjoying sadness missing like me
0,nooooo raining had leave beach
1,watchin tv happy mom day
1,juliepilat great show
0,saw favorite surprisingly way sad
1,devyra hahahaha definitely still writing
1,happy mother day mom there
1,oh made evening forgot merlin tonight toss rove spielburg spielburg abc choice
1,looking forward finale race next week missing castle girl though race fan welcome watch chez moi
1,jennifalconer happy see something weekend flight conchords back bbc
0,ouch head hurt
0,ryandownie problem dude get better soon cold well bleh
0,wanna go beach but study
0,hey socialmediatv ugh way video gt blah pout social medium tv live gt http ustre am njv
1,umm yeaa go like watch movie link com something like pretty good quality
1,namaste hooray monday undaunted am wakeup consider am london feel justified bright side everything
1,hereby proclaim officially summer awesome today stuck inside chilly office
1,last song american reject amazing song
1,finally im back online miss lappy many thing follow up starting ning haha
0,sars really got down
0,got full day work today can t wait tell get home beer tv time got make money get beer
1,pandamayhem noooooooooooo look lot picture lol lol
1,rvcreek ay buti pa kayo uy thank you
1,enjoying view sg flyer
0,o k feel like need cry can t believe le year ill walking across stage get high school diploma
0,cold beach sucky
1,swrightboucher hi susan read blog really good look forward tweet update
0,madison that s get abandoning u miss you
1,new follower pretty cool tweeps check em out
0,angry sad happy excited hate mood change right immensely sad
0,always one time always late wanna sleep miss mere
1,crazy people sure
1,emilyorshan hahaha bob marley one
1,netmogul sound soooo good right mmmm malasadas leave today
1,buongiorno woke italian lunch
0,aonir trying convince janeylicious wait bit see up well want see
0,waled past quad want outside fun
1,happy juddday everybody
0,daniellefecci quot you guy could fun cardboard box quot miss already bro
1,lapix thanks ennio
0,therealscarab better snicker bar hershey w almond use b addicted b miss lol
0,lilayy here like know there s people worse life wish could go back change aspect life
0,bank holiday uk raining typical uk bank holiday weather dry later get chainsaw tree
0,chickwoman im riding high low mood now chore blow
0,ugh talk someone really bored
0,one bringing snack
0,gorgeous day going work allll day gotta keep telling nyc
1,penguinsnews go pen go gino win pen
1,destroytoday hahah try
1,wale am st week away wale idk guy school really like me
1,watching one fav movie sparkle go get food later
1,packing gym bag gym bit squee happiest whem go
0,where s po miss
1,holy smoke star trek freaking awesomeeeee
0,jeremybeguhn fun without meee going miss youu
0,get hair cut morning looking forward spending weekend alone
0,hernia hurting way usual tonight way able go out
1,excited bout going nite bummed cuz im da designated driver drinking angie
1,renegade last day today and well gone catch gutted closest came greenock kilmacolm
1,crazytwism haha good
1,macmuso thank much glad like them
1,nerdwriter close trying them yummy
0,last day off back work tomorrow
0,helped save runaway dog want friend though
1,foreverr almost happy mother s dayy yay
0,woke morning line quot i made half pony half monkey monster please get feeling like quot
0,always feel sickly wake up well got busy day ahead me yippeee
0,asthma issue today bah
1,ready go sleep hot room yey first time sleeping huge bed excited
1,great time last night
1,watching sex amp city brother soccer game totally defited purpose coming hehe
1,happy mother day mommy
0,still tired due late night work b early moro work bad time
0,wide awake grouchy fuck
1,ginchan aww thank honey didja get mommy daddy
1,acummings ecstatic client deed lieu so monday take sign amp lockbox happy another satisfied client
0,another friday night in man skint rubbish
1,got home long day asda joy
0,lost internet raid o
1,today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x
1,watching favorite tv show hulu com free
0,sensualbodyrubs hope get car today hate anything stop work
1,awsome salad recommend getting spicey buffalo chicken salad
0,brodyjenner u watch hill london u realise tourture week week late watch itonlinelol
0,applecharlotte unfair wanna go too
1,skinnylaminx saw whole lot stuff africa joy casterbridge farm white river mpumalanga wa quite thrilled see ur stuff
0,skinnermike told joke onstage butlins one person laughed scarred life
0,im friend anyone anymore
0,sweetpea here sad time
1,amp amp the night continues w fav mazie kristina ericka amp amp robin
1,ohmoss curing le hangover epic night bruised n battered hectic go karting session pretty satisfied thank much
0,cry real tear
0,jasondjkim knowwww cant deal life
0,yawnnnnn slight headache n hangover grrr
1,enjoying cup chicken soup
1,holly lol too going am easy used
0,kurtismarsh far go unless prize million know win
0,noiselesssound heard regina girl song le deux think u should have come back mc miss u
0,goodbye hurt
0,back garden time foot hurt
0,work do wrist hurt much it
1,tiernandouieb oh gosh hope so fun
0,neeeeed plan one hang tomorrow booo
0,plus janessa hurt feeling
0,wow got killed first wave horde gear fail
0,http twitpic com q so i pe pocket artoo
1,got done turning pre final project computer animation class final due tues class week
0,saying goodbye good trusted friend today goodbye free sky tv best friend anyone could had
0,jason inc sound good still like friday although mean go work tomarrow
0,unopened pack goat cheese starin face starving din til
0,car car car i need one ha ha one found last night wanted bad sold
0,dammit forgot go canvas shopping today
1,trying shop online wi could find seven haha
0,jenhp bummer get book signed sigh
1,officialtila tilaaa make feel special haha hater day
1,jasonmitchener yes sir i acquired master art christian ministry a loooooong journey completed today so thankful
0,even nooooo secret namerebecca please
0,powerdvd want play pushing daisy dvd want screenies make icon with copy protection gone bonkers
0,citycynic lol target employee forbid place usually go buy like everything along commenting
0,etsy never noticed right guess that s heart always dreaming travel
0,upset left phone home
1,may th you happy star war day twirp rofl
1,macbook inviting friend twitter happy mother day
1,krystalnichole pretty good think overdid gym yesterday working
1,wearing quot purple passion quot opi absolutely love it
1,dynamomagician dude awesome
1,word minute speech s teen movie due wednesday blah blah can t wait glenn ball
0,damm it get pic niamh d glass
1,ever pointless argument drunk mum drunk nan drunk mum bf dinner have fun time round hahah
0,miss everyone need face witty situational update do
0,mrmarcusx jst wednesday
0,no keyboard cat is ha dead year play off keyboard cat
1,darrylep busy yes but always am hope great time traveling go welcome back
1,death cab cutie slouchy barets good way start day
1,hopefully going back work tomorrow tired flu beside love working child fun play with
0,drum made people set so give back
1,leehongrui hahaha ok hire mom paiseh haha shall washing
1,mother s day family dinner rainy sunday night
1,cheekykerri defo can t wait nice afternoon music
0,bit dump today awful day maybe good time write song y
1,bbelle yeah knew link completely amazing sings phantom
0,tinpanalley sorry bro that s rough
1,utterhip u r welcome pal u truly deserve followed
1,yay able make update tonight lame compared ppls know lol
0,going happen one day feel girl mum
1,hilaryjp sun
0,feel sick like wanna get bed bothered go work turn da light off pull da shade n tv type sick
1,say new layout cute x see cuties hahahah http plurk com p suqp
0,need cheering
0,sucky day far hope get better
1,keepinupwkris hope great day tomorrow happy mother day let u know
0,bad day office horrendous mood national act like idiotic buffoon day today no one bothered tell me
1,downloaded twitterberry life even convenient
1,oh northern downpour radio mean cd anything normal radio station woohoo
1,going get as gear brekkie make start kitchen woo bbq later good time
1,timen great idea
1,maybe cell phone soon yeah
0,thedailyshow week
0,renagades great day rain keep may go swimming instead dining
1,jonasobsessedx thanxxx message wanna leave bye
1,ipat hmm idk song
1,alicedric can t wait it love script honestly future career script writer stock twit
0,sunglass broke
0,saynerd ericajo grr stupid meebo disconnecting every second
0,cameronmarion one even liked answer life last night pshh
0,downside getting tdl day early time read til next week anyway still hurrah clutch close
1,interesting show say least recap tomorrow first must sleep work am
1,chatting old classmate hellyeah fun weird conversation haha dyankaaa hello bbm lo error ya
0,missed britain got talent gutted
0,rvds dammit wanted ask someone might shooting cant remember name
1,ouvindo quot the wonder dream quot melhor banda mundo que nunca existiu pra comeï¿½ar bem dia
0,gonna sound really sad amp depressing really really miss uncle sam
0,codelust prolificd caught lunch today correct stalking
0,denial moving van parked block away
0,theroser miss much o
1,hahaha yeah see that can t twitter back
1,so finally got twitter let s hope make good use site
1,sha fcp macbook pro buddy now
1,lol woow okay big deal
1,brooklyn suppose sleep in i ll call ladybug
0,waaa octo drive can t go
0,drag hell soundtrack christopher young delayed june nd july that s suck pretty bad
1,gay emo zac good morning france zaccie
1,sleeping rest day busy however got spend last favorite babysittee the kid great
1,craving king sized snicker
0,need hug joe jonas
1,gooooooood morning camper happy mother s day
0,guttered ruby got eliminated nzntm supporting local haha hosanna better win
1,grecia mood amp party wanna see lol going fershure
0,lisabernart great meet you thanks use umbrella i hope ate got sleep
1,great night friend
0,computer slooowww morning think sign go home play yard
1,ima go sleep now good night dnt let bed bug bite haha
1,time low mean fucking much me hope get see june would awesome gaskarth amazing
1,ashgen sound good can t wait
1,seen star trek guy can t spoil seen it go go now
1,newyorkchica understood pre coffee tweet good
0,kerlikoiv familiar sorry feeling way
1,mileycyrus hi eunice kyna huge fan yours can t wait next album
1,dannnnnniiiie lol brandy mr whisker
0,found can t drink bar booo missing e palomino s cheer sad face
1,homework going bed leave tomorrow morning work wont till
0,thisisbenwood wanna go see edinburgh happen though haha yir lucky funnnn xxx
0,much disappointed angel demon movie shame great book
0,quot shipping amp handleing quot soooo expensive entire order ordering yet
1,jennywoo bbq chicken pizza last night although deep dish glad hear fun p r
1,rosewindale itsurely dear posted presentation swine flu yest got downloads day i feel great
1,theonlysv haha nuu solo qoincideencia en seriooo
0,wish mum spent forever talking could call kiera later gt lt much time left though
1,aquapunk mintyfresh thanks much
0,veronica oh noooo suck reschedule another show
1,fun night bekah talkin stuff wuv
1,relaxing night home best people
0,checking ciege cagalawan s s s collection regretting see collection tonight got invite
1,chierinagase mm film usually handled fuji oh met girl san diego kwento soon miss youuu
1,devyra lol always make happy promise won t lol silly late friend
0,icecream truck never come house
0,hummmmm ohh miss much really hope nice friend like u
0,gfalcone ino o near cry sometimes forget actually live tv am talkin sme thing sxxxx
0,want buy great album unfortunately dont hav enuff fund quot long time noisy quot
0,feeling fab today missing boo
1,excited home finally week weekend people know
0,lulu s put scottish accent britain got talent make sad scottish coz falconer dont play accent
0,mitchelmusso im sad cant go make sad
1,d group saturday s little bit football hour nap hour soccer basketball tsu yogurtland life s good
0,pay sale tax great even worse mom pop business double pay business license
0,joeburkel look like dialed lot payed attention small important detail gameplay still blood tho
1,plan take nap yea still feeling last night go watch lakers game smwhere fun looking like nap
1,packing trip ascari track thank bacardi
1,rx nice submit failblog org
1,rafikakikukeko couuuurse fika pray thes best then
1,musicalmover shotbeak got grubby paw live recording paramore hear better chocolate
1,mintyboi smack head
0,friend s son got visit daddy yr denied cuz daddy lost job amp could pay ton support kid want parent
0,miss friend
0,want go swimming
1,michellephant nice stay long got hotel room
0,billbathgate im doofus could happen wahhh im break
0,headache
0,nigs ah month sure advanced biased seem grow faster day sound old
